Num,Category,Title,Author,Year,Tom,Quantity,Publisher,Notes
1,Філософія,Стоїцизм на кожен день,"Раян Голідей, Стівен Генсільман",2023,1,,Наш формат,
2,Філософія,Філософія,"Марія Фюрст, Юрген Тринкс",2018,1,,ДУХ І ЛІТЕРА,
3,Філософія,Європейський словник філософії,під керівництвом Барбари Кассен та Констянтина Сігова,2016,4,,ДУХ І ЛІТЕРА,
4,Філософія,Що таке почуття?,Оскар Бреніф'є,2019,1,,ДУХ І ЛІТЕРА,
5,Філософія,Що таке взаємини?,Оскар Бреніф'є,2019,2,,ДУХ І ЛІТЕРА,
6,Філософія,Що таке щастя?,Оскар Бреніф'є,2019,1,3,ДУХ І ЛІТЕРА,
7,Філософія,Проти демократії,Бреннан Джейсон,2020,1,,ДУХ І ЛІТЕРА,
8,Філософія,Книга спасіння. Логіка. Фізика. Метафізика,Ібн Сіна,2020,1,,Темпора,
9,Філософія,Втеча від свободи,Еріх Фромм,2022,1,,КСД,
10,Філософія,Критика цінічного розуму,Петер Слотердайк,2002,1,,Тандем,
11,Філософія,Ханна Арендт або Любов до світу,Алоїз Принц,2016,1,,Темпора,
12,Філософія,Трактат атеології. Фізика метафізики,Мішель Онфре,2010,1,,Ніка-центр,
13,Філософія,Паризький сплін,Шарль Бодлер,2017,1,,Комубук,
14,Філософія,Корабель шаленців,тарас лютий,2017,1,,Видавництво Старого Лева,З підписом автора
15,Філософія,Чарунки долі,Вахтанг Кебуладзе,2016,1,3,Видавництво Старого Лева,
16,Філософія,Григорій Сковорода. Найкраще,Григорій Сковорода,2019,1,,Terra Incognita,
17,Нон-фікшн,Почни з чому,Саймон Сінек,2015,1,,Основи,
18,Нон-фікшн,"Ігри, у які грають люди",Ерік Берн,2016,1,,Глобус,
19,Нон-фікшн,Витончене мистецтво забивати на все,Марк Менсон,2018,1,,Наш формат,
20,Нон-фікшн,Mastering Change The power of Mutual Trust and Respect,Ichak Adizes,1992,1,,Adizes Institute Publications,
21,Нон-фікшн,Чорний лебідь. Про (не)ймовірне у реальному житті,Насім Ніколас Талеб,2017,1,,Наш формат,
22,Нон-фікшн,Визволення тварин,Пітер Сінгер,2019,1,,Pabulum,
23,Нон-фікшн,Як читати класиків,Ростислав Семків,2018,1,,Pabulum,
24,Нон-фікшн,Новини пласкої землі,Нік Дейвіс,2011,1,,Темпора,
25,Нон-фікшн,Не сподівайтеся позбутися книжок,"Умберто Еко, Жан-Клод Кар'єр",2015,1,,Видавництво Старого Лева,
26,Нон-фікшн,"Зовсім не страшна книга про життя, смерть і все, що поміж ними",Анастасія Леухіна,2020,1,,ДУХ І ЛІТЕРА,
27,Нон-фікшн,Living History Hillary Rodham Clinton,Hilary Clinton,2003,1,,Rockfeller Center,
28,Нон-фікшн,theUkrainians: Історії Успіху,"Т. Прокопишин, В. Бєглов, І. Березніцька",2015,1,,Видавництво Старого Лева,З підписом автора
29,Нон-фікшн,Сем Філліпс: винахідних рок-н-ролу,Пітер Геральнік,2019,1,,КМБУКС,
30,Нон-фікшн,"Буде тобі наука: українські вчені, які змінюють світ",Юрій Марченко,2019,1,,Основи,
31,Наука,Дивовижні пригоди всередині тіла,Гевін Френсіс,2017,1,,КСД,
32,Наука,Мораль без релігії. В пошуках людського у приматів,де Вааль Франс,2018,1,,КСД,
33,Наука,Фізика майбутнього,Мічіо Кайку,2013,1,,Літопис,
34,Наука,Місія - космос,Леонід Каденюк,2017,1,,АДЕФ-Україна,З підписом автора
35,Наука,Space. The universe&Everything,"""Третя Планета""",,1,,,Ко-авторка: наша викладачка
36,Наука,Таємниче життя дерев,Петер Воллебен,2017,1,,КСД,
37,Наука,Слідуй за розбитим черепом,Леонід Горобець,2021,1,,Віхола,Автор: наш викладач
38,Економіка,Freakonomics,Steven D. Levitt&Stephen J.Dubner,2009,1,,Penguin Books,
39,Економіка,ЕКономіка бідності. Як звільнити світ від злиднів,Абхіджіт Банерджі. Естер Дуфло,2018,1,,Наш формат,
40,Економіка,Загадка капіталу. Чому капіталізм перемагає на Заході і ніди більше,Ернандо де Сото,2017,1,,Наш формат,
41,Економіка,Гола економіка. Відкриття нудної науки,Вілан Чарльз,2018,1,,,
42,Бізнес,Про управління персоналом. 10 найкращих статей з Harvard Business Review,Harvard Business School,2018,1,,КМ-БУКС,
43,Бізнес,Сьома сила. Подорож одного генерального дмректора у світ спільного лідерства,Кевін Генкок,2020,1,,Основи,
44,Бізнес,Rework. Ця книжка змінить Ваш погляд на бізнес,Джейсон Фрайд та Девід Хайнемайєр Хенссон,2016,1,,КСД,
45,Бізнес,What the dog saw and other adventures,Malcolm Gladwell,2009,1,,Hachette Book Group,
46,Бізнес,The Pursuit of Prime,Ichak Adizes,2006,1,,The Adizes Institute Publishing,
47,Бізнес,Losing my virginity. The autobiography,Richard Branson,2001,1,,Virgin Publishing LTD,
48,Бізнес,Management/Mismanagement. Styles,Ichak Kalderon,2004,1,,The Adizes Institute Publishing,
49,Бізнес,The ideal executive,Ichak Kalderon,2004,1,,The Adizes Institute Publishing,
50,Бізнес,Leading the leaders,Ichak Kalderon,2004,1,,The Adizes Institute Publishing,
51,Бізнес,Winning,Jack Welch with Suzy Welch,2005,1,,HarperCollins,
52,Бізнес,Managing. Corporate Lifecycles,Ichak Adizes,2004,1,,The Adizes Institute Publishing,
53,Бізнес,How to solve the mismanagement crisis,Ichak Adizes,2001,1,,Dow Jones Irvin,
54,Бізнес,Straight from the gut,Jack Welch with John A. Byrne,2001,1,,Time Watner Trade Publishing,
55,Мистецтво,Думай як митець,Вілл Гомперц,2018,1,,ArtHuss,
56,Мистецтво,Митці у трьох актах,Сара Торнтон,2018,1,,ArtHuss,
57,Мистецтво,Галерея пройдисвітів. Історія мистецтва і арт-дилерів,Філіп Гук,2019,1,,ArtHuss,
58,Мистецтво,Як розмовляти з дітьми про мистецтво,Франсуаза Барб-Галль,2014,1,,Видавництво Старого Лева,
59,Мистецтво,Творча впевненість. Як розкрити свій потенціал,Том Келлі та Девід Келлі,2020,1,,Основи,
61,Мистецтво,Малевич. Автобіографічні записки 1918-1933,упоряд. Анастасія Білоусова,2017,1,,родовід,
62,Мистецтво,Ukrainian Railroad Ladies,Sasha Maslov,2020,1,,Основи,
63,Мистецтво,Кураторський посібник,"за ред. О. Погребняк, Д. Чепурного, К. Яковленко",2020,1,3,ІЗОЛЯЦІЯ,3 копії примірників
64,Мистецтво,Керамічний код Івана Левинського в естетичному вимірі українця кінця ХІХ - початку ХХ ст.,за ред. А. Клімашевського,2020,1,,УКФ,
65,Мистецтво,Харківський Художній музей,автор-упорядник М. П. Работягов,1983,1,,Мистецтво,
66,Мистецтво,Orthodox Chic,Alex Bykov&Oleksandr Burlaka&Sasha Kurmaz,2020,1,,Osnovy Publishing,
67,Мистецтво,The art of Ukrainian Sixties,"Editors: Olga Balashova, Lizaveta German",2021,1,,Osnovy Publishing,
68,Мистецтво,Saliut (1 примірник),"Editors: Nadiia Chervinska, Olena Podoroznhia, Conal Campbell",,1,,УКФ,1 примірник
69,Мистецтво,Saliut (2 примірник),"Editors: Nadiia Chervinska, Olena Podoroznhia, Conal Campbell",,1,,УКФ,2 примірник (обидва примірники відрізняються між собою)
70,Мистецтво,Державний музей образотворчого мистецтва УРСР,"Автори-упорядники: В. Ф. Яценко, І.О. Горбачова, Л.С, Ковальська",1985,1,,Мистецтво,
71,Мистецтво,Kandinsky 30 postcards,Kandinsky,1994,1,,Taschen,
72,Мистецтво,Van Gogh Sämtliche Gemälde,Ingo F. Walther. Rainer Metzger,2006,1,,Taschen,
73,Мистецтво,Dali,Gilles Neret,2004,1,,Taschen,
74,Мистецтво,Hugo Simberg. Ateneum,Marja Lahelma,2017,1,,Finish National Gallery,
75,Мистецтво,Caravaggio,Gilles Lambert,2017,1,,Taschen,
76,Мистецтво,Hand serie 2,Anne de Vandiere,2008,1,,Baccarat,
77,Мистецтво,Західноєвропейський живопис 14-18 століть,"Л. М. Сак, О. К. Школяренко",1986,1,,Мистецтво,
78,Мистецтво,Black ladies,Uwe Ommer,2011,1,,Taschen,
79,Мистецтво,Музей західного та східного мистецтва в Києві,"упорядники: Л.Ю.Бабенцова, З.П.Рябікіна",1983,1,,Мистецтво,
80,Мистецтво,Die National Gallery London,Peter H. Feist,1972,1,,Seeman,
81,Мистецтво,Watteau,Ion Herdan,1985,1,,Modest Morariu,
82,Укрліт,Старі люди,Софія Андрухович,2009,1,,Лілея-НВ,
83,Укрліт,Перверзія,Юрій Андрухович,2004,1,,ВНТЛ-Класика,
84,Укрліт,Дванадцять обручів,Юрій Андрухович,2003,1,,"Часопис ""Критика""",
85,Укрліт,Щасливі голі люди,Катерина Бабкіна,2016,1,,Міжнародна Літературна Корпорація,з підписом авторки
86,Укрліт,Мій дід танцював краще за всіх,Катерина Бабкіна,2019,1,3,КОМОРА,з підписом авторки
87,Укрліт,Знеболювальне і снодійне,Катерина Бабкіна,2014,1,,ФОЛІО,з підписом авторки
88,Укрліт,Світ не створений,Мирослав Лаюк,2018,1,,Видавництво Старого Лева,
89,Укрліт,І знов я влізаю в танк...,Оксана Забужко,2016,1,,КОМОРА,
90,Укрліт,записки українського самашедшого,Ліна Костенко,2015,1,,А-БА-БА-ГА-ЛА-МА-ГА,
91,Укрліт,Танго смерті,Юрій Винничук,2018,1,,ФОЛІО,
92,Укрліт,Сорокоуст,Сергій Рафальський,2022,1,,Смолоскип,з підписом автора
93,Укрліт,Пальці між піском,Степан Процюк,2021,1,,Наш Формат,
94,Поезія,Антологія української поезії ХХ ст. від Тичини до Жадан,упорядник Іван Малкович,2018,1,,А-БА-БА-ГА-ЛА-МА-ГА,
95,Поезія,Вечір. Зламана Віть,Василь Стус,1999,1,,ДУХ І ЛІТЕРА,
96,Поезія,Вибрані твори,Михайль Семенко,2010,1,,Смолоскип,"із серії ""Розстріляне Відродження"""
97,Поезія,П'ятикнижжя,Грицько Чубай,2013,1,,Видавництво Старого Лева,
98,Поезія,Три перстені,Богдан Ігор Антонич,2008,1,,Літопис,
99,Поезія,Іван Котляревський. Твори в 2 томах,Іван Котляревський,1969,1,,Дінпро,2 томи в коробочці
100,Поезія,Гайдамаки,,,1,,,3 томи в коробочці
101,Поезія,Антологія молодої поезії США,упорядник Тарас Малкович,2016,1,,А-БА-БА-ГА-ЛА-МА-ГА,з підписом нашому викладачу Андрію Кобалії
102,Поезія,Songs of Innocence and Songs of Experience,William Blake,1992,1,,Library of Congress,
103,Поезія,Атта Троль. Сон літньої ночі (переклад Лесі Українки),Генріх Гейне,2019,1,,Кондор,
104,Поезія,Внутрішній простір,Анрі Мішо,2001,1,,Юніверс Київ,
105,Поезія,Вітязь в тигровій шкурі (в оригіналі),Шота Руставелі,2013,1,,АДЕФ-Україна,
106,Українськість,Перемагати українською. Про мову ненависті й любові,Ольга Дубчак,2022,1,,Віхола,
107,Українськість,Чути українською. У світі звукі [y] і букв,Ольга Дубчак,2022,1,,Віхола,
108,Українськість,Бачити українською. Слово в мовній картині світу,Ольга Дубчак,2022,1,,Віхола,
109,Українськість,Українська рима в системі мови і в мовній практиці,Л.В. Мовчан,2020,1,,Інститут української мови НАН України,
110,Українськість,Українська мова без табу. Словник нецензурної лексики та її відповідників,Леся Ставицька,2008,1,,Критика,
111,Українськість,"PROМова, або Де ми помиляємося...",Керівник проекту: Демська-Кульчицька Орися Мар'янівна,2006,1,,Стандарт,
112,Українськість,Українська абетка. Малюнки Георгія Нарбута,упорядник О.О. Савчук,2020,1,,ФОП Савчук О.О.,
113,Українськість,За лаштунками імперії,Віра Агєєва,2022,1,,Віхола,
114,Українськість,Українські народні казки,,1987,1,,Дніпро,
115,Українськість,Післячорнобильська бібліотека. Український літературний постмодернізм,Тамара Гундорова,2013,1,,Критика,
116,Українськість,Що таке українська література,Леонід Ушкалов,2015,1,,Видавництво Старого Лева,
117,Українськість,Сподвижники: Леся Українка у колі соціал-демократів,Алла Диба,2003,1,,Основні цінності,"Серія ""Спадщина"""
118,Українськість,Леся Українка. Листи 1876-1897,Валентина Савчук (упорядниця),2020,1,,Комора,
119,Античність,"Метаморфози, або Золотий Осел",Апулей,2017,1,,Фоліо,
120,Античність,Аннали. З часу відходу божественного Августа,Корнелій Таціт,2013,1,,Український письменник,
121,Античність,Метаморфози,"Публій,Овідій, Назон",1985,1,,Дніпро,
122,Античність,"Метаморфози, або Золотий Осел",Апулей,1982,1,,Дніпро,
123,Античність,Про природу речей,Тіт Лукрецій Кар,1988,1,,Дніпро,
124,Античність,Гесіод. Походження Богів. Роботи і дні. Щит Геракла,Гесіод,2018,1,,Апріорі,
125,Античність,Міфи Давньої Греції,Катерина Гловацька,1991,1,,Веселка,
126,Античність,Легенди і міфи стародавньої Греції,М. А. Кун,1996,1,,Мистецтво,
127,Античність,Міфи Давньої Греції,Катерина Гловацька,1977,1,,Веселка,
128,Античність,Одіссея,Гомер,1968,1,,Жовтень,
129,Античність,Есхілл. Трагедії,Есхілл,1990,1,,ДНІПРО,
130,Античність,Софокл. Трагедії,Софокл,,1,,,
131,Античність,Порівняльні життєписи,Плутарх,1991,1,,Дніпро,
132,Античність,Apollonius of Rhodes,Jason and Medea,2015,1,,Penguin Books,
133,Античність,Антична література: Навчальний посібник,Підлісна Г.Н.,1992,1,, ,
134,Античність,Антична література: довідник,,1993,1,,Либідь,
135,Освіта,Підготовка до тестування з української мови для старшокласників та абітурієнтів,О. В. Коваленко,2014,1,,Мова,
136,Освіта,Універсальний словник-енциклопедія,кер. проекту Олександра Коваль,1999,1,,Ірина,
137,Освіта,Підготовка до тестування з української мови для старшокласників та абітурієнтів,О. В. Коваленко,2014,1,,Мова,
138,Освіта,"Health, Population and Environment Education",Ram Kumar Rai,,1,2,Publisher 2074,
139,Освіта,Dictionary of Contemporary English,Longman,1990,1,,Pearson Education,
140,Освіта,Social Studies and Population Education,"Ganesh Dhakal, Matrika Pd. Lamsal",2020,1,2,Readmore,
141,Освіта,Історія України. Програма ЗНО,Гісем О.В.,2018,1,,Абетка,
142,Освіта,EDUSHIFTS. The future of education is now,"Philippe Greier, Tathyana Gouvea",,1,2,EDUSHFTS,
143,Освіта,Sri Aurobindo and the mother of education,Sri Aurobindo Ashram,2016,1,,Publication Department,
144,Освіта,Технології розвитку критичного мислення учнів,"Алан Кроуфорд, Е. Венди Саул, С. Метьоюз, Д. Макінстер",,1,,,
145,Освіта,Прихована історія американської освіти,Джон Тейлор Гатто,2016,1,2,ДІОР-К,
146,Укрліт,Подорож ученого доктора Леонардо і його майбутньої коханки прекрасної Альчести у Слобожанську Швайцарію. Як будується оповідання. Поезії,Майк Йогансен,2023,1,2,Віхола,
147,Освіта,Як виховати дорослого. Зламайте батьківські стереотипи та підготуйте свою дитину до успіху,Джулі Літкотт-Гаймс,2016,1,2,НФ,
148,Химерія,"Лев, біла відьма і шафа",К. С. Льюїс,2017,1,,КМ-БУКС,
149,Химерія,Гаррі Поттер і Напівкровний принц,Дж. К. Ролінг,2005,1,,А-БА-БА-ГА-ЛА-МА-ГА,
150,Химерія,Гаррі Поттер і Келих Вогню,Дж. К. Ролінг,2003,1,2,А-БА-БА-ГА-ЛА-МА-ГА,
151,Химерія,Гаррі Поттер і Смертельні реліквії,Дж. К. Ролінг,2007,1,3,А-БА-БА-ГА-ЛА-МА-ГА,
152,Химерія,Ерагон,Крістофер Паоліні,2005,1,,Ранок-НТ,
